# STATION: QBHA3,,,,,,,,,,,,
# STATION NAME: BLACK HILLS,,,,,,,,,,,,
# LATITUDE: 33.082030,,,,,,,,,,,,
# LONGITUDE: -109.951190,,,,,,,,,,,,
# ELEVATION [ft]: 3352,,,,,,,,,,,,
# STATE: AZ,,,,,,,,,,,,
Station_ID,Date_Time,snow_interval_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,precip_accum_set_1,fuel_temp_set_1,fuel_moisture_set_1,dew_point_temperature_set_1d
,,Inches,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,W/m**2,Inches,Fahrenheit,gm,Fahrenheit
QBHA3,03/01/2004 11:30 MST,,55,31,5.99,150,10,773,0.59,64.99,,24.73
QBHA3,03/01/2004 12:30 MST,,55.99,25,4.99,160,11.01,801,0.59,66.99,,20.48
QBHA3,03/01/2004 13:30 MST,,60.01,22,4,140,12.01,767,0.59,70,,20.9
QBHA3,03/01/2004 14:30 MST,,60.01,20,3,200,13,696,0.59,72,,18.68
QBHA3,03/01/2004 15:30 MST,,60.01,20,2.01,130,10,590,0.59,66.99,,18.68
QBHA3,03/01/2004 16:30 MST,,59,22,2.01,300,13,190,0.59,59,,20.05
QBHA3,03/01/2004 17:30 MST,,57,24,4,310,13,40,0.59,55.99,,20.39
QBHA3,03/01/2004 18:30 MST,,55,27,4,310,7,0,0.59,52,,21.44
QBHA3,03/01/2004 19:30 MST,,51.01,31,0,270,7,0,0.59,48,,21.22
QBHA3,03/01/2004 20:30 MST,,50,33,0,270,4.99,0,0.59,48,,21.81
""
QBHA3,03/01/2004 22:30 MST,,46,42,0,140,4,0,0.59,43,,23.99
QBHA3,03/01/2004 23:30 MST,,46.99,44,0,170,3,0,0.59,43,,26.01
QBHA3,03/02/2004 00:30 MST,,46.99,45,3,140,4,0,0.59,43,,26.56
QBHA3,03/02/2004 01:30 MST,,46,46,0,110,5.99,0,0.59,43,,26.19
QBHA3,03/02/2004 02:30 MST,,44.01,46,0,150,0,0,0.59,43,,24.36
QBHA3,03/02/2004 03:30 MST,,45,44,4,150,4,0,0.59,43,,24.2
QBHA3,03/02/2004 04:30 MST,,46,45,4,120,4.99,0,0.59,45,,25.65
QBHA3,03/02/2004 05:30 MST,,44.01,48,2.01,150,5.99,0,0.59,45,,25.39
QBHA3,03/02/2004 06:30 MST,,46,54,4,50,10,0,0.59,45,,30.12
QBHA3,03/02/2004 07:30 MST,,46,56,4.99,30,14,14,0.59,44.01,,31.02
QBHA3,03/02/2004 08:30 MST,,46.99,55,0,70,12.01,24,0.59,46,,31.5
QBHA3,03/02/2004 09:30 MST,,51.01,45,0,70,11.01,201,0.59,52,,30.23
QBHA3,03/02/2004 10:30 MST,,52,47,4,240,8.01,366,0.59,57.99,,32.22
QBHA3,03/02/2004 11:30 MST,,55.99,40,2.01,220,10,269,0.59,61,,31.84
QBHA3,03/02/2004 12:30 MST,,55.99,35,10,120,8.99,692,0.59,64.99,,28.54
QBHA3,03/02/2004 13:30 MST,,59,25,11.01,130,18.01,818,0.59,70,,23.06
QBHA3,03/02/2004 14:30 MST,,63,21,10,140,24,695,0.59,70,,22.33
QBHA3,03/02/2004 15:30 MST,,62.01,19,11.01,130,24.99,528,0.59,69.01,,19.15
QBHA3,03/02/2004 16:30 MST,,61,20,8.99,160,22.01,112,0.59,61,,19.51
QBHA3,03/02/2004 17:30 MST,,59,23,4.99,180,15.99,45,0.59,55.99,,21.09
QBHA3,03/02/2004 18:30 MST,,57,27,4.99,160,17,0,0.59,54,,23.17
QBHA3,03/02/2004 19:30 MST,,55,32,1.01,320,14,0,0.59,53.01,,25.49
""
""
QBHA3,03/02/2004 22:30 MST,,46.99,43,0,130,8.99,0,0.59,39,,25.45
QBHA3,03/02/2004 23:30 MST,,46,43,0,90,5.99,0,0.59,42.01,,24.55
""
QBHA3,03/03/2004 01:30 MST,,48.99,39,2.01,110,8.01,0,0.59,46,,24.91
QBHA3,03/03/2004 02:30 MST,,48,41,3,130,5.99,0,0.59,46,,25.22
QBHA3,03/03/2004 03:30 MST,,46.99,46,0,210,7,0,0.59,44.01,,27.09
QBHA3,03/03/2004 04:30 MST,,44.01,49,0,170,4.99,0,0.59,42.01,,25.89
QBHA3,03/03/2004 05:30 MST,,45,50,0,280,4.99,0,0.59,43,,27.3
QBHA3,03/03/2004 06:30 MST,,45,45,0,130,3,0,0.59,42.01,,24.74
QBHA3,03/03/2004 07:30 MST,,46,46,2.01,210,4.99,23,0.59,46,,26.19
QBHA3,03/03/2004 08:30 MST,,52,43,8.99,120,4.99,88,0.59,52,,30.01
QBHA3,03/03/2004 09:30 MST,,55,36,8.01,120,21,182,0.59,57.99,,28.35
QBHA3,03/03/2004 10:30 MST,,55,38,5.99,200,18.01,95,0.59,57,,29.68
QBHA3,03/03/2004 11:30 MST,,61,31,8.01,100,12.01,1017,0.59,73,,29.99
QBHA3,03/03/2004 12:30 MST,,60.01,33,12.01,140,18.01,367,0.59,64,,30.66
QBHA3,03/03/2004 13:30 MST,,60.01,36,8.99,140,24,246,0.59,62.01,,32.82
QBHA3,03/03/2004 14:30 MST,,57.99,44,3,170,17,164,0.59,55,,36.05
QBHA3,03/03/2004 15:30 MST,,59,44,4.99,310,17,243,0.59,62.01,,36.97
""
QBHA3,03/03/2004 17:30 MST,,53.01,57,4.99,320,12.01,65,0.59,53.01,,38.05
QBHA3,03/03/2004 18:30 MST,,53.01,58,5.99,330,11.01,0,0.59,52,,38.5
QBHA3,03/03/2004 19:30 MST,,48.99,65,2.01,330,10,0,0.59,48,,37.62
QBHA3,03/03/2004 20:30 MST,,48.99,69,0,110,7,0,0.59,46,,39.16
""
QBHA3,03/03/2004 22:30 MST,,48.99,72,0,200,4.99,0,0.59,46.99,,40.26
QBHA3,03/03/2004 23:30 MST,,48,73,0,180,4,0,0.59,46.99,,39.67
QBHA3,03/04/2004 00:30 MST,,46,78,0,60,4,0,0.59,46.99,,39.45
QBHA3,03/04/2004 01:30 MST,,48,80,4.99,170,0,0,0.59,46,,42.06
QBHA3,03/04/2004 02:30 MST,,45,95,4,300,8.99,0,0.64,46,,43.64
QBHA3,03/04/2004 03:30 MST,,45,97,0,290,5.99,0,0.72,45,,44.19
QBHA3,03/04/2004 04:30 MST,,44.01,96,1.01,180,8.01,0,0.82,42.01,,42.93
QBHA3,03/04/2004 05:30 MST,,43,90,0,340,4.99,0,0.96,41,,40.23
QBHA3,03/04/2004 06:30 MST,,41,95,1.01,170,5.99,0,1.05,42.01,,39.66
QBHA3,03/04/2004 07:30 MST,,42.01,94,0,60,4.99,12,1.09,42.01,,40.39
QBHA3,03/04/2004 08:30 MST,,42.01,94,2.01,340,3,45,1.13,42.01,,40.39
""
QBHA3,03/04/2004 10:30 MST,,41,93,7,330,11.01,97,1.2,43,,39.11
QBHA3,03/04/2004 11:30 MST,,42.01,90,7,330,11.01,102,1.2,41,,39.25
QBHA3,03/04/2004 12:30 MST,,42.01,88,7,330,14,85,1.21,41,,38.67
""
QBHA3,03/04/2004 14:30 MST,,42.01,84,8.99,340,14.99,103,1.22,43,,37.47
""
QBHA3,03/04/2004 16:30 MST,,43,81,7,340,17,21,1.22,43,,37.5
QBHA3,03/04/2004 17:30 MST,,45,79,2.01,290,13,6,1.22,43,,38.81
QBHA3,03/04/2004 18:30 MST,,42.01,94,1.01,350,10,0,1.26,41,,40.39
QBHA3,03/04/2004 19:30 MST,,42.01,94,0,270,8.01,0,1.28,43,,40.39
QBHA3,03/04/2004 20:30 MST,,42.01,92,0,160,5.99,0,1.28,41,,39.83
QBHA3,03/04/2004 21:30 MST,,45,77,0,170,0,0,1.28,41,,38.14
QBHA3,03/04/2004 22:30 MST,,45,78,0,140,0,0,1.28,41,,38.48
QBHA3,03/04/2004 23:30 MST,,45,79,0,90,0,0,1.28,41,,38.81
QBHA3,03/05/2004 00:30 MST,,44.01,73,0,170,0,0,1.28,41,,35.82
QBHA3,03/05/2004 01:30 MST,,44.01,74,0,160,0,0,1.28,41,,36.16
QBHA3,03/05/2004 02:30 MST,,43,98,0,300,0,0,1.31,41,,42.47
QBHA3,03/05/2004 03:30 MST,,39,89,0,350,0,0,1.43,39.99,,35.99
QBHA3,03/05/2004 04:30 MST,,39,89,0,360,0,0,1.53,37,,35.99
QBHA3,03/05/2004 05:30 MST,,37.99,92,0,330,0,0,1.62,37,,35.84
QBHA3,03/05/2004 06:30 MST,,32,98,0,320,0,0,1.77,33.01,,31.49
QBHA3,03/05/2004 07:30 MST,,32,100,0,330,0,2,1.79,33.01,,32
QBHA3,03/05/2004 08:30 MST,,33.01,99,0,360,0,21,1.9,32,,32.76
""
QBHA3,03/05/2004 10:30 MST,,39,90,0,240,0,225,2.12,42.01,,36.28
QBHA3,03/05/2004 11:30 MST,,39,98,0,320,0,204,2.15,41,,38.48
QBHA3,03/05/2004 12:30 MST,,42.01,87,0,280,0,146,2.15,43,,38.38
QBHA3,03/05/2004 13:30 MST,,44.01,83,0,320,0,210,2.15,44.01,,39.12
QBHA3,03/05/2004 14:30 MST,,48,72,0,300,0,582,2.15,48.99,,39.31
QBHA3,03/05/2004 15:30 MST,,48,63,0,310,0,129,2.15,50,,35.88
QBHA3,03/05/2004 16:30 MST,,51.01,58,0,310,0,371,2.15,54,,36.61
QBHA3,03/05/2004 17:30 MST,,53.01,54,0,300,0,137,2.15,51.01,,36.66
QBHA3,03/05/2004 18:30 MST,,48.99,68,0,240,0,0,2.15,45,,38.78
QBHA3,03/05/2004 19:30 MST,,43,87,0,70,0,0,2.15,37.99,,39.35
QBHA3,03/05/2004 20:30 MST,,41,92,0,130,0,0,2.15,37.99,,38.83
QBHA3,03/05/2004 21:30 MST,,39,93,0,140,0,0,2.15,35.01,,37.12
QBHA3,03/05/2004 22:30 MST,,37,95,0,130,0,0,2.15,34,,35.68
QBHA3,03/05/2004 23:30 MST,,37,99,0,120,0,0,2.15,33.01,,36.74
QBHA3,03/06/2004 00:30 MST,,39.99,98,0,140,0,0,2.15,36,,39.46
QBHA3,03/06/2004 01:30 MST,,37.99,99,0,150,3,0,2.15,34,,37.73
QBHA3,03/06/2004 02:30 MST,,36,100,0,140,3,0,2.15,33.01,,36
QBHA3,03/06/2004 03:30 MST,,34,100,1.01,150,4,0,2.15,33.01,,34
QBHA3,03/06/2004 04:30 MST,,35.01,100,1.01,110,4.99,0,2.15,34,,35.01
QBHA3,03/06/2004 05:30 MST,,34,100,0,150,4,0,2.15,33.01,,34
QBHA3,03/06/2004 06:30 MST,,35.01,100,0,100,4,0,2.15,30.99,,35.01
QBHA3,03/06/2004 07:30 MST,,37,100,0,130,2.01,133,2.15,35.01,,37
QBHA3,03/06/2004 08:30 MST,,51.01,68,0,30,0,335,2.15,48,,40.72
""
""
QBHA3,03/06/2004 11:30 MST,,55,57,3,250,8.01,775,2.15,64.99,,39.92
QBHA3,03/06/2004 12:30 MST,,57,50,3,320,7,804,2.15,68,,38.4
QBHA3,03/06/2004 13:30 MST,,60.01,49,4.99,310,8.99,773,2.15,71.01,,40.66
QBHA3,03/06/2004 14:30 MST,,63,44,2.01,280,11.01,681,2.15,73,,40.62
QBHA3,03/06/2004 15:30 MST,,66,35,1.01,280,8.01,540,2.15,72,,37.44
QBHA3,03/06/2004 16:30 MST,,68,33,0,130,5.99,347,2.15,68,,37.72
QBHA3,03/06/2004 17:30 MST,,66.99,35,0,220,82.99,113,2.15,62.01,,38.32
QBHA3,03/06/2004 18:30 MST,,57,54,0,320,4.99,1,2.15,54,,40.39
QBHA3,03/06/2004 19:30 MST,,51.01,69,0,340,8.01,0,2.15,46.99,,41.1
QBHA3,03/06/2004 20:30 MST,,51.01,75,0,140,3,0,2.15,46,,43.28
QBHA3,03/06/2004 21:30 MST,,50,75,0,90,3,0,2.15,44.01,,42.31
QBHA3,03/06/2004 22:30 MST,,46,78,0,170,4,0,2.15,44.01,,39.45
QBHA3,03/06/2004 23:30 MST,,46.99,81,0,90,4.99,0,2.15,43,,41.4
""
QBHA3,03/07/2004 01:30 MST,,45,86,0,160,0,0,2.15,39,,41.02
QBHA3,03/07/2004 02:30 MST,,46,80,4,150,0,0,2.15,44.01,,40.11
""
QBHA3,03/07/2004 04:30 MST,,42.01,92,0,190,5.99,0,2.15,39,,39.83
QBHA3,03/07/2004 05:30 MST,,43,96,0,160,4.99,0,2.15,37,,41.92
QBHA3,03/07/2004 06:30 MST,,42.01,100,0,170,3,0,2.15,36,,42.01
QBHA3,03/07/2004 07:30 MST,,46,86,0,120,0,141,2.15,43,,42
QBHA3,03/07/2004 08:30 MST,,55.99,59,0,120,3,346,2.15,55,,41.74
""
QBHA3,03/07/2004 10:30 MST,,61,53,3,170,7,155,2.15,68,,43.63
QBHA3,03/07/2004 11:30 MST,,66.99,44,4,170,8.01,785,2.15,73.99,,44.26
QBHA3,03/07/2004 12:30 MST,,71.01,36,8.01,170,11.01,817,2.15,77,,42.63
QBHA3,03/07/2004 13:30 MST,,73,32,10,130,15.99,787,2.15,80.01,,41.34
QBHA3,03/07/2004 14:30 MST,,73.99,30,14,140,18.99,692,2.15,79,,40.54
QBHA3,03/07/2004 15:30 MST,,75,27,12.01,140,20,546,2.15,77,,38.72
QBHA3,03/07/2004 16:30 MST,,75,25,11.01,130,21,382,2.15,75.99,,36.77
QBHA3,03/07/2004 17:30 MST,,73.99,24,8.99,130,22.01,91,2.15,72,,34.88
QBHA3,03/07/2004 18:30 MST,,68,31,4.99,140,18.01,4,2.15,63,,36.13
QBHA3,03/07/2004 19:30 MST,,66,29,5.99,120,11.01,0,2.15,63,,32.71
QBHA3,03/07/2004 20:30 MST,,68,25,5.99,120,12.01,0,2.15,64,,30.77
QBHA3,03/07/2004 21:30 MST,,64.99,26,4.99,120,12.01,0,2.15,62.01,,29.15
QBHA3,03/07/2004 22:30 MST,,64.99,26,4.99,130,11.01,0,2.15,60.01,,29.15
QBHA3,03/07/2004 23:30 MST,,63,28,4.99,140,8.99,0,2.15,57.99,,29.24
QBHA3,03/08/2004 00:30 MST,,60.01,29,4.99,140,8.99,0,2.15,55.99,,27.5
""
QBHA3,03/08/2004 02:30 MST,,60.01,30,7,140,8.01,0,2.15,55,,28.32
QBHA3,03/08/2004 03:30 MST,,57.99,31,7,130,12.01,0,2.15,55.99,,27.35
QBHA3,03/08/2004 04:30 MST,,50,47,0,90,15.99,0,2.15,46,,30.38
QBHA3,03/08/2004 05:30 MST,,48.99,53,0,240,4.99,0,2.15,42.01,,32.44
QBHA3,03/08/2004 06:30 MST,,46,63,0,100,3,0,2.15,41,,33.98
QBHA3,03/08/2004 07:30 MST,,48,61,0,110,0,60,2.15,45,,35.06
QBHA3,03/08/2004 08:30 MST,,57.99,40,2.01,170,0,329,2.15,59,,33.64
QBHA3,03/08/2004 09:30 MST,,63,37,3,150,4.99,581,2.15,66.99,,36.18
QBHA3,03/08/2004 10:30 MST,,66.99,30,4.99,120,11.01,356,2.15,75.99,,34.42
QBHA3,03/08/2004 11:30 MST,,70,28,8.99,120,14,795,2.15,78.01,,35.31
QBHA3,03/08/2004 12:30 MST,,73,25,8.99,140,15.99,827,2.15,81,,35.05
QBHA3,03/08/2004 13:30 MST,,73,24,10,130,17,795,2.15,82,,34.03
QBHA3,03/08/2004 14:30 MST,,77,23,8.99,150,18.01,697,2.15,82.99,,36.37
QBHA3,03/08/2004 15:30 MST,,78.01,22,8.99,160,17,556,2.15,80.01,,36.11
QBHA3,03/08/2004 16:30 MST,,75.99,20,8.01,160,18.01,359,2.15,78.01,,32.04
QBHA3,03/08/2004 17:30 MST,,75,20,5.99,160,14.99,35,2.15,72,,31.21
QBHA3,03/08/2004 18:30 MST,,69.01,25,0,150,11.01,0,2.15,62.01,,31.64
QBHA3,03/08/2004 19:30 MST,,61,36,0,160,8.01,0,2.15,53.01,,33.7
""
QBHA3,03/08/2004 21:30 MST,,59,36,0,140,7,0,2.15,55.99,,31.92
QBHA3,03/08/2004 22:30 MST,,57,39,0,110,5.99,0,2.15,52,,32.12
QBHA3,03/08/2004 23:30 MST,,57,39,0,160,0,0,2.15,50,,32.12
QBHA3,03/09/2004 00:30 MST,,51.01,54,0,160,7,0,2.15,46.99,,34.8
QBHA3,03/09/2004 01:30 MST,,51.01,58,0,170,3,0,2.15,44.01,,36.61
QBHA3,03/09/2004 02:30 MST,,50,56,0,150,3,0,2.15,44.01,,34.77
QBHA3,03/09/2004 03:30 MST,,48,63,0,150,4,0,2.15,41,,35.88
QBHA3,03/09/2004 04:30 MST,,46,63,0,130,0,0,2.15,41,,33.98
QBHA3,03/09/2004 05:30 MST,,46,60,0,170,0,0,2.15,42.01,,32.75
QBHA3,03/09/2004 06:30 MST,,44.01,68,0,100,0,1,2.15,41,,34.01
QBHA3,03/09/2004 07:30 MST,,51.01,60,0,80,3,144,2.15,46.99,,37.48
QBHA3,03/09/2004 08:30 MST,,63,39,0,200,0,360,2.15,63,,37.52
QBHA3,03/09/2004 09:30 MST,,69.01,35,2.01,120,4,562,2.15,71.01,,40.12
QBHA3,03/09/2004 10:30 MST,,70,27,14.99,140,17,598,2.15,75,,34.4
QBHA3,03/09/2004 11:30 MST,,73,24,15.99,130,24,802,2.15,77,,34.03
""
QBHA3,03/09/2004 13:30 MST,,75.99,20,17,130,28.01,801,2.15,82.99,,32.04
QBHA3,03/09/2004 14:30 MST,,80.01,16,14.99,120,27,707,2.15,84.99,,29.89
""
""
QBHA3,03/09/2004 17:30 MST,,77,15,12.01,130,27,30,2.15,75,,25.89
QBHA3,03/09/2004 18:30 MST,,73.99,17,4.99,120,18.99,0,2.15,68,,26.43
QBHA3,03/09/2004 19:30 MST,,71.01,18,5.99,110,14.99,0,2.15,66.99,,25.34
QBHA3,03/09/2004 20:30 MST,,72,17,7,110,14,0,2.15,68,,24.79
""
QBHA3,03/09/2004 22:30 MST,,64.99,22,4.99,150,17,0,2.15,59,,25.11
QBHA3,03/09/2004 23:30 MST,,62.01,24,4.99,140,7,0,2.15,59,,24.66
QBHA3,03/10/2004 00:30 MST,,62.01,24,5.99,150,7,0,2.15,57,,24.66
QBHA3,03/10/2004 01:30 MST,,62.01,24,5.99,150,8.01,0,2.15,59,,24.66
QBHA3,03/10/2004 02:30 MST,,61,24,5.99,140,10,0,2.15,57,,23.8
QBHA3,03/10/2004 03:30 MST,,59,28,3,170,8.99,0,2.15,53.01,,25.77
QBHA3,03/10/2004 04:30 MST,,48.99,44,0,160,8.01,0,2.15,45,,27.84
QBHA3,03/10/2004 05:30 MST,,50,45,0,110,2.01,0,2.15,44.01,,29.31
QBHA3,03/10/2004 06:30 MST,,50,41,0,90,4.99,0,2.15,46,,27.03
QBHA3,03/10/2004 07:30 MST,,55,42,0,120,5.99,139,2.15,51.01,,32.16
QBHA3,03/10/2004 08:30 MST,,62.01,31,4.99,120,4.99,354,2.15,62.01,,30.88
QBHA3,03/10/2004 09:30 MST,,66,29,4.99,160,10,552,2.15,69.01,,32.71
QBHA3,03/10/2004 10:30 MST,,70,27,5.99,150,14,688,2.15,77,,34.4
QBHA3,03/10/2004 11:30 MST,,73.99,24,5.99,180,13,788,2.15,82.99,,34.88
QBHA3,03/10/2004 12:30 MST,,73.99,22,8.99,160,14.99,822,2.15,84,,32.71
QBHA3,03/10/2004 13:30 MST,,77,21,4.99,160,17,790,2.15,86,,34.09
QBHA3,03/10/2004 14:30 MST,,80.01,20,5.99,140,13,694,2.15,86,,35.4
QBHA3,03/10/2004 15:30 MST,,82,19,4,150,14,541,2.15,84.99,,35.77
""
QBHA3,03/10/2004 17:30 MST,,82,19,1.01,180,8.99,71,2.15,78.01,,35.77
QBHA3,03/10/2004 18:30 MST,,72,29,0,280,7,0,2.15,66,,37.94
QBHA3,03/10/2004 19:30 MST,,66,34,0,70,4.99,0,2.15,63,,36.71
QBHA3,03/10/2004 20:30 MST,,62.01,42,0,120,4,0,2.15,59,,38.52
""
QBHA3,03/10/2004 22:30 MST,,64.99,38,1.01,160,0,0,2.15,59,,38.64
QBHA3,03/10/2004 23:30 MST,,66,34,2.01,210,5.99,0,2.15,61,,36.71
QBHA3,03/11/2004 00:30 MST,,63,40,0,130,7,0,2.15,57.99,,38.16
QBHA3,03/11/2004 01:30 MST,,63,37,1.01,150,4.99,0,2.15,60.01,,36.18
""
QBHA3,03/11/2004 03:30 MST,,69.01,28,8.01,80,8.01,0,2.15,64.99,,34.45
QBHA3,03/11/2004 04:30 MST,,59,45,0,290,12.01,0,2.15,55.99,,37.54
QBHA3,03/11/2004 05:30 MST,,57.99,50,1.01,100,10,0,2.15,53.01,,39.32
QBHA3,03/11/2004 06:30 MST,,57,50,0,80,4.99,0,2.15,55,,38.4
QBHA3,03/11/2004 07:30 MST,,59,47,0,80,4,43,2.15,57.99,,38.66
QBHA3,03/11/2004 08:30 MST,,64,47,0,140,5.99,200,2.15,63,,43.25
QBHA3,03/11/2004 09:30 MST,,72,32,0,130,4,455,2.15,73.99,,40.46
QBHA3,03/11/2004 10:30 MST,,71.01,30,8.99,140,4,299,2.15,71.01,,37.94
QBHA3,03/11/2004 11:30 MST,,72,28,15.99,130,18.01,742,2.15,78.01,,37.05
QBHA3,03/11/2004 12:30 MST,,66.99,33,22.01,140,28.01,295,2.15,71.01,,36.83
QBHA3,03/11/2004 13:30 MST,,64.99,45,17,130,32.99,270,2.15,64.99,,43.02
""
QBHA3,03/11/2004 15:30 MST,,71.01,37,17,130,28.01,597,2.15,73.99,,43.35
QBHA3,03/11/2004 16:30 MST,,66.99,41,17,140,27,139,2.15,66,,42.41
QBHA3,03/11/2004 17:30 MST,,64,45,15.99,140,32.99,44,2.15,62.01,,42.11
QBHA3,03/11/2004 18:30 MST,,63,46,13,130,25.99,2,2.15,60.01,,41.77
QBHA3,03/11/2004 19:30 MST,,59,51,15.99,140,24,0,2.15,57.99,,40.76
QBHA3,03/11/2004 20:30 MST,,55.99,63,18.01,120,24,0,2.15,57,,43.46
QBHA3,03/11/2004 21:30 MST,,57,63,18.01,120,28.99,0,2.15,55.99,,44.42
QBHA3,03/11/2004 22:30 MST,,55.99,65,20,120,34,0,2.15,55.99,,44.29
QBHA3,03/11/2004 23:30 MST,,55.99,65,14.99,120,34,0,2.15,54,,44.29
QBHA3,03/12/2004 00:30 MST,,55,68,12.01,130,27,0,2.15,54,,44.54
QBHA3,03/12/2004 01:30 MST,,54,73,7,130,22.01,0,2.15,53.01,,45.46
QBHA3,03/12/2004 02:30 MST,,54,76,8.01,140,15.99,0,2.15,52,,46.53
QBHA3,03/12/2004 03:30 MST,,54,72,8.01,130,15.99,0,2.15,52,,45.09
QBHA3,03/12/2004 04:30 MST,,54,65,8.01,140,14,0,2.15,52,,42.39
QBHA3,03/12/2004 05:30 MST,,52,72,7,130,14,0,2.15,50,,43.17
QBHA3,03/12/2004 06:30 MST,,51.01,69,7,140,13,0,2.15,52,,41.1
QBHA3,03/12/2004 07:30 MST,,54,64,8.99,130,14.99,59,2.15,54,,41.99
QBHA3,03/12/2004 08:30 MST,,55.99,60,10,130,15.99,234,2.15,57,,42.18
QBHA3,03/12/2004 09:30 MST,,57,55,12.01,130,15.99,737,2.15,64,,40.86
QBHA3,03/12/2004 10:30 MST,,59,52,11.01,140,18.01,215,2.15,66,,41.27
QBHA3,03/12/2004 11:30 MST,,63,45,12.01,140,21,607,2.15,71.01,,41.2
QBHA3,03/12/2004 12:30 MST,,64.99,44,12.01,150,20,927,2.15,75,,42.43
QBHA3,03/12/2004 13:30 MST,,64,44,11.01,150,23,487,2.15,75,,41.53
QBHA3,03/12/2004 14:30 MST,,66,42,8.01,140,21,538,2.15,73,,42.14
QBHA3,03/12/2004 15:30 MST,,66,40,10,140,20,248,2.15,72,,40.87
QBHA3,03/12/2004 16:30 MST,,66,39,7,130,18.99,355,2.15,69.01,,40.22
""
QBHA3,03/12/2004 18:30 MST,,62.01,43,5.99,130,12.01,1,2.15,60.01,,39.12
QBHA3,03/12/2004 19:30 MST,,57.99,51,4,140,11.01,0,2.15,55,,39.83
QBHA3,03/12/2004 20:30 MST,,57.99,52,3,140,5.99,0,2.15,57,,40.33
QBHA3,03/12/2004 21:30 MST,,60.01,48,4,130,4.99,0,2.15,59,,40.13
QBHA3,03/12/2004 22:30 MST,,59,50,3,140,7,0,2.15,57.99,,40.25
QBHA3,03/12/2004 23:30 MST,,57,55,4.99,100,10,0,2.15,57.99,,40.86
QBHA3,03/13/2004 00:30 MST,,57,60,4.99,120,12.01,0,2.15,55.99,,43.14
QBHA3,03/13/2004 01:30 MST,,53.01,74,0,340,10,0,2.15,53.01,,44.86
QBHA3,03/13/2004 02:30 MST,,51.01,81,0,280,3,0,2.15,46.99,,45.32
QBHA3,03/13/2004 03:30 MST,,46.99,88,0,150,0,0,2.15,46,,43.58
QBHA3,03/13/2004 04:30 MST,,50,88,0,280,0,0,2.15,48,,46.55
QBHA3,03/13/2004 05:30 MST,,51.01,94,0,240,3,0,2.15,48.99,,49.32
QBHA3,03/13/2004 06:30 MST,,50,99,0,130,3,4,2.15,48,,49.73
QBHA3,03/13/2004 07:30 MST,,53.01,78,4.99,130,8.01,69,2.15,52,,46.27
QBHA3,03/13/2004 08:30 MST,,53.01,81,0,210,11.01,30,2.15,53.01,,47.28
QBHA3,03/13/2004 09:30 MST,,54,87,1.01,160,5.99,113,2.15,53.01,,50.18
QBHA3,03/13/2004 10:30 MST,,55.99,81,3,320,4.99,155,2.15,57.99,,50.19
QBHA3,03/13/2004 11:30 MST,,60.01,63,1.01,270,5.99,346,2.15,64,,47.28
QBHA3,03/13/2004 12:30 MST,,62.01,56,1.01,220,7,401,2.15,69.01,,46.03
QBHA3,03/13/2004 13:30 MST,,63,54,4.99,190,8.99,370,2.15,66,,45.99
QBHA3,03/13/2004 14:30 MST,,66.99,48,3,180,8.99,663,2.15,73.99,,46.56
QBHA3,03/13/2004 15:30 MST,,60.01,52,12.01,350,10,51,2.31,57,,42.21
QBHA3,03/13/2004 16:30 MST,,55,79,8.99,320,24.99,50,2.45,53.01,,48.55
QBHA3,03/13/2004 17:30 MST,,55.99,71,5.99,320,13,23,2.46,54,,46.64
QBHA3,03/13/2004 18:30 MST,,55.99,69,2.01,180,12.01,0,2.46,53.01,,45.87
QBHA3,03/13/2004 19:30 MST,,53.01,85,0,170,7,0,2.46,52,,48.58
QBHA3,03/13/2004 20:30 MST,,54,84,1.01,150,4.99,0,2.46,48.99,,49.23
QBHA3,03/13/2004 21:30 MST,,52,82,0,320,4.99,0,2.46,48.99,,46.62
QBHA3,03/13/2004 22:30 MST,,50,90,0,110,4,0,2.46,46.99,,47.15
QBHA3,03/13/2004 23:30 MST,,50,83,0,180,0,0,2.46,48,,44.99
QBHA3,03/14/2004 00:30 MST,,50,85,0,220,3,0,2.46,46.99,,45.62
QBHA3,03/14/2004 01:30 MST,,50,77,1.01,140,0,0,2.46,48,,43
QBHA3,03/14/2004 02:30 MST,,48.99,86,0,100,5.99,0,2.46,44.01,,44.94
""
QBHA3,03/14/2004 04:30 MST,,45,99,0,120,3,0,2.46,41,,44.73
QBHA3,03/14/2004 05:30 MST,,46,97,1.01,140,0,0,2.46,42.01,,45.19
QBHA3,03/14/2004 06:30 MST,,45,99,0,140,4.99,2,2.46,41,,44.73
QBHA3,03/14/2004 07:30 MST,,51.01,88,0,200,0,162,2.46,50,,47.54
QBHA3,03/14/2004 08:30 MST,,55.99,73,3,170,7,369,2.46,57,,47.38
QBHA3,03/14/2004 09:30 MST,,57.99,73,8.01,130,8.01,569,2.46,61,,49.31
QBHA3,03/14/2004 10:30 MST,,63,59,8.01,140,13,702,2.46,70,,48.35
QBHA3,03/14/2004 11:30 MST,,66,46,5.99,170,14,799,2.46,75,,44.52
